profile_name,run_label,uav_count,use_fault_injection,drop_probability,delay_mean_ms,delay_jitter_ms,total_events,allocation_events,bid_events,local_state_events,namespace_count,total_task_switches,runtime_sec,stabilization_sec
loss,,4,True,0.2,0.0,0.0,3324,1196,932,1196,4,2,61.212876,1.211405
