profile_name,run_label,uav_count,use_fault_injection,drop_probability,delay_mean_ms,delay_jitter_ms,total_events,allocation_events,bid_events,local_state_events,namespace_count,total_task_switches,runtime_sec,stabilization_sec
baseline,,4,False,0.0,0.0,0.0,3561,1187,1187,1187,4,0,61.616382,0.800082
