profile_name,run_label,uav_count,use_fault_injection,drop_probability,delay_mean_ms,delay_jitter_ms,total_events,allocation_events,bid_events,local_state_events,namespace_count,total_task_switches,runtime_sec,stabilization_sec
stress,,4,True,0.2,200.0,50.0,3300,1196,908,1196,4,2,61.277324,1.024888
