profile_name,run_label,uav_count,use_fault_injection,drop_probability,delay_mean_ms,delay_jitter_ms,total_events,allocation_events,bid_events,local_state_events,namespace_count,total_task_switches,runtime_sec,stabilization_sec
delay,,4,True,0.0,200.0,50.0,3575,1193,1189,1193,4,1,61.640192,1.002415
